Tool Rotational Speed (RPM),Translational Speed (mm/min),Axial Force (KN),Ultimate Tensile Trength (MPa)
1854.81,111.2751751,2.26,143.21
1856.01,111.6045151,2.26,143.24
1100.0,42.5,6.0,143.5
1877.47,117.4836689,2.29,143.78
1882.73,118.9243173,2.29,143.91
1884.75,119.4799798,2.29,143.96
1885.15,119.5897598,2.29,143.97
1000.0,45.0,8.0,144.0
1892.04,121.4762917,2.3,144.14
1892.84,121.6958517,2.3,144.16
1894.04,122.0251917,2.3,144.19
1900.53,123.8019426,2.31,144.35
1907.01,125.5786935,2.32,144.51
1907.41,125.6884735,2.32,144.52
1907.81,125.7982535,2.32,144.53
1908.21,125.9080335,2.32,144.54
1915.9,128.0141244,2.32,144.74
1923.59,130.1202163,2.33,144.93
1000.0,90.0,8.0,145.0
1000.0,60.0,8.0,145.0
1178.3,85.1,5.81,145.0
1000.0,90.0,8.0,145.0
1000.0,60.0,8.0,145.0
1931.27,132.2263072,2.34,145.12
1931.27,132.2263072,2.34,145.12
1938.96,134.3323981,2.35,145.31
1200.0,90.0,6.0,148.0
1200.0,90.0,6.0,148.0
821.6,85.1,8.18,151.0
1000.0,105.0,6.0,151.0
821.6,114.8,5.81,152.0
1000.0,60.0,8.0,153.0
1000.0,75.0,5.81,153.0
1000.0,60.0,8.0,153.0
821.6,114.8,8.18,155.0
1400.0,45.0,8.0,155.0
800.0,30.0,10.0,158.0
800.0,30.0,10.0,158.0
1000.0,60.0,8.0,159.0
1000.0,60.0,8.0,159.0
1400.0,105.0,6.0,161.0
1178.3,114.8,5.81,162.0
1300.0,85.1,5.81,162.0
1300.0,85.1,5.81,162.0
1000.0,105.0,8.0,162.0
1000.0,60.0,10.0,163.0
1178.3,85.1,8.18,163.0
1178.3,114.8,8.18,163.0
1000.0,60.0,10.0,163.0
2000.0,72.0,2.5,163.23
924.0,60.0,8.0,164.0
950.0,48.75,6.0,164.83
1000.0,100.0,5.0,165.0
1200.0,80.0,7.0,165.0
1200.0,40.0,9.0,167.0
1200.0,80.0,9.0,168.0
1200.0,40.0,7.0,169.0
1000.0,125.0,5.81,171.0
1400.0,105.0,8.0,172.0
1200.0,40.0,9.0,172.0
1000.0,30.0,8.0,176.0
1000.0,30.0,8.0,176.0
1000.0,100.0,9.0,178.0
1400.0,12.43,8.0,185.0
1400.0,60.0,5.62,185.0
1200.0,40.0,7.0,186.0
1400.0,60.0,8.0,187.0
1200.0,60.0,8.0,190.0
1000.0,60.0,6.0,190.0
1600.0,40.0,7.0,190.0
1200.0,60.0,8.0,190.0
1000.0,60.0,6.0,190.0
1200.0,90.0,10.0,191.0
1200.0,90.0,10.0,191.0
1000.0,100.0,7.0,192.0
1600.0,80.0,7.0,192.0
1600.0,40.0,9.0,192.0
1200.0,30.0,6.0,193.0
1600.0,80.0,9.0,193.0
1200.0,30.0,6.0,193.0
1200.0,30.0,10.0,198.0
1600.0,40.0,9.0,198.0
1200.0,30.0,10.0,198.0
1600.0,80.0,7.0,200.0
1875.0,60.0,8.0,207.0
1400.0,107.56,8.0,207.0
1400.0,60.0,10.37,208.0
1300.0,60.0,3.0,217.48
1700.0,60.0,3.0,242.91
1700.0,50.0,3.0,245.86
1700.0,40.0,3.0,248.81
1700.0,60.0,5.0,254.97
1700.0,50.0,5.0,257.92
1500.0,60.0,3.0,257.94
1700.0,40.0,5.0,260.86
1500.0,50.0,3.0,260.89
1300.0,50.0,3.0,262.02
1500.0,40.0,3.0,263.83
1700.0,60.0,7.0,267.03
1700.0,50.0,7.0,269.98
1500.0,60.0,5.0,269.99
1100.0,60.0,3.0,270.49
1700.0,40.0,7.0,272.92
1500.0,50.0,5.0,272.94
1100.0,40.0,5.0,274.56
1300.0,60.0,5.0,275.42
1500.0,40.0,5.0,275.89
1300.0,40.0,5.0,277.41
1500.0,60.0,7.0,282.06
1500.0,50.0,7.0,285.0
1300.0,50.0,5.0,285.52
1500.0,40.0,7.0,287.95
1300.0,40.0,7.0,288.48
900.0,50.0,7.0,289.62
1300.0,50.0,7.0,298.68
900.0,50.0,3.0,299.01
1300.0,60.0,7.0,299.39
1100.0,50.0,3.0,300.61
900.0,50.0,5.0,306.16
900.0,60.0,3.0,306.99
900.0,60.0,5.0,307.37
900.0,40.0,7.0,308.16
1100.0,50.0,5.0,310.92
900.0,40.0,5.0,311.02
1100.0,40.0,3.0,319.98
900.0,40.0,3.0,323.09
1100.0,60.0,7.0,326.79
1300.0,40.0,3.0,328.88
1100.0,40.0,7.0,336.16
1100.0,50.0,7.0,345.98
900.0,60.0,7.0,352.35
1100.0,60.0,5.0,358.43
1508.6850938361151,26.170726646130312,8.945786314449434,221.82031690934426
678.9763915989327,69.92166025284556,7.392324657750646,228.20549050030542
1889.527328525177,44.414748815888984,6.86789076844621,122.45180869786924
1013.2472730396032,50.41676216451289,1.3176506915016937,102.66211456942327
1540.0072566626163,101.31763349565443,4.933878938449694,57.45300405934515
1248.6543769058726,29.184371428191163,7.034401888191818,215.0609106413732
1388.4210501052694,76.94210815887732,1.2303376146318703,256.8089970576928
1367.2265068408492,69.12083199865837,2.565265636337445,171.84714785003402
1230.2852780403905,44.417307983416805,3.480807184398086,131.48155270260168
1768.3172427921722,58.168044740726685,5.093614252949001,155.27753968545335
1570.188213264133,48.585224022641185,7.492936808712915,140.0006666327804
1231.6963433515427,38.63480935426097,3.8377962319836225,142.18187228842254
1060.1372319607733,70.37936951835692,0.9095519510108563,233.60940974639067
1610.6642404765453,35.606967704406,6.232030519113074,280.63377049279586
1572.571878352635,84.81384422756935,2.78308653082648,117.8466660153604
1367.6023303081186,46.47011361484369,4.001683420817036,162.55148287671784
1065.4720404264033,49.994904352190545,8.320656603301234,132.66799251476436
1490.2118690877478,83.6357673442149,4.267988141518514,214.72088081257186
2108.526530539341,93.11560729142369,7.888454659371403,112.45250143145478
1411.2664753962245,55.07810551630317,-2.2239833303245025,122.62779173179726
1473.5988702871243,101.57777781149323,3.22386835576229,127.93352248400002
2027.0358065946975,88.17801969445809,6.872192815341025,181.4779477300255
1592.3534766751795,39.46625199752688,3.2544223383256963,175.12631047996726
2486.271059897743,45.342196136231564,1.6367268682000806,176.43815494413488
1553.597648303286,30.161467111142656,7.414489323579675,128.27882565985675
1111.419822054252,58.60693732145377,8.589976871956944,112.1385591936581
1218.8268295802468,68.26927566404076,4.8766945316258195,146.57024041070304
1262.369406168761,51.25835706240185,3.620566033977071,83.45058311219742
1483.5532038450328,48.83401458318971,6.584779938697142,175.2315522187132
2103.9776717416526,44.742924252124425,0.8644967597492332,165.181558098749
1273.3111080164665,77.92300986644,4.855740328220242,155.90138131357332
1398.636135864776,97.31134291550984,3.2840730113139935,121.35079037709394
1751.041432208122,82.85942186134241,6.4301855915916155,128.74789177993503
1040.915999523976,85.18175626425311,1.2129735768596763,99.34976257237231
1926.6308936525763,49.907907085570706,0.03817174149258751,191.34145059081735
1202.992716220675,125.18082131853794,6.317232002922347,262.2364466453989
1718.7294547554397,58.90736681793088,1.2059799658874386,151.89544756862048
1210.0064760806185,107.45182448547625,3.927720698303307,102.1319560213853
1710.1089478208742,40.628809614481725,7.090697936012234,161.34492245330372
1380.0235314979468,70.25156139428498,4.651164890700946,110.15533887223393
1998.0793586016725,59.754771104148034,0.8544955895236184,147.01981285018343
1166.0349547040755,56.96046941053472,5.577081884466065,145.21584087763537
1355.46242623608,52.13504553148779,4.594635709111541,145.82330275494712
1392.3300105220806,97.00353732700421,3.631240979377714,132.33131413469633
1374.4291149788112,39.0689111293946,7.546082408591852,204.79349417096185
1279.275457812649,55.70748610607534,5.450267104160053,286.91118393220967
1781.1571954967894,90.11562592313224,5.664287168786451,150.73863807799825
1436.9241812196929,52.84876159461716,5.312797867224438,181.52681334968509
1738.802817269655,91.22554685372387,5.821962646435144,52.19364566340754
1694.7757708481527,29.033493747328905,6.789578668537794,212.01729174811774
1178.4956217738293,70.5852622530685,6.5623365915456295,220.8860747292734
303.43269713618156,87.3584044696854,5.1665742320497055,214.90090709851984
913.2841400289874,52.36222659641684,8.587992959724842,189.60790995477538
1609.5145590408179,71.16832639368027,5.575400731901251,195.82248783522414
1966.3960797158056,54.58612928527755,1.3839281359685396,213.44234513644182
1283.3373043277038,50.04175744422929,1.9688900876181132,117.56775248101549
1607.577152695544,75.66813138827305,1.9093612312908643,208.82922075732634
2141.841491385173,74.69444871877191,7.616210155272072,230.19409066776655
2017.9593341948434,83.63482700807347,2.390303306040437,219.50434957504757
1070.1949412670288,53.85016046862497,2.8284206632463,97.75969502720986
1608.6544137726794,59.879628531164634,6.0011796457630115,222.79313483331555
599.5880970119941,51.691054941951066,4.232667939745478,103.09963893582808
1465.1208606834723,40.833044166567745,2.5523724098387417,260.7107482987587
1613.1675008164311,58.371306486692404,6.485348029504117,162.21166886803798
1596.3162200399765,69.86206059825825,7.043807212457905,150.38930270895224
1088.2030256164237,64.1686015947735,5.058916223280507,169.0411300436436
1103.5841566876663,49.30390775127241,2.140063320133569,251.60664478033192
943.9953749747588,28.545049707072565,4.96977605191099,155.90173525489854
1143.2357909788593,42.060203670750084,1.6157300168121647,206.12772001839346
1258.1085608206072,89.81321850936241,7.39561260046087,178.13717451696678
1490.2542704614546,57.1877480985203,2.315057227199853,72.96850239659578
1856.4638823798082,50.90420203607515,6.216980499991073,239.39155676601874
1197.9135609156638,97.74827019937999,3.511259277116335,219.9098070321042
1510.9783498889078,86.32416861503637,2.1546078867127387,185.16139227056235
1585.3824027967617,62.14234715982515,12.141120894856146,82.55132980935103
1722.889052200664,100.26681752832991,-1.8507318781988271,149.79722154637398
1871.6145806938343,82.21923841796432,4.821929943524477,260.2535255204356
1804.410188498467,15.772788973453146,-0.9361745376160249,93.13849036350591
1554.016906046864,56.19721523934818,7.73010577351946,128.8387530132856
1448.3892466387008,50.181345291934456,8.231025388396422,171.84722763031448
1481.7772628010116,69.1624087268492,2.9946692426682056,191.19024222692525
1587.4082243918215,67.80144341161171,3.6156753979353438,153.01528245529403
1333.7833718721195,66.16785067049216,4.982941098182361,143.61356328992628
1884.6921698982876,59.84488163311574,7.213319853851643,241.2734486985975
1428.2404525208901,16.645588798120706,3.4308052093731383,182.31810662397254
1480.7955058403154,87.34436610855559,8.759058127080596,125.05284383533714
948.232433770793,106.4835268990079,4.173366682894042,162.738025926393
1312.662533251751,15.319989410231408,1.6173666380687464,164.6228125063875
1043.1681855366878,19.701336643253768,3.015390910138482,198.11319088585418
2121.621256237799,77.48074055882914,2.8900699079111263,247.1728322877476
1540.617980989354,98.1656363427399,5.786274783220517,215.32134147846548
1582.9130806667426,32.027057702814304,1.3350047790359465,189.14887236942934
1671.3356594574168,72.92777283744479,8.572297159916019,203.5112298942605
1338.3194125186096,17.049953933231876,4.240334172824569,157.91662213518714
995.7751763230569,9.17774513311435,5.116959056076839,65.13851943294212
997.3339320155533,99.108108569392,0.9665112970738456,142.2620554577083
1524.5158925483756,99.80029284646638,6.690658626721695,235.55846174859133
1317.1368257265822,33.267759024042235,-0.2839552518124817,171.7257342672181
1683.8858144106748,75.18044616930874,5.699353881559276,174.66041407089858
1472.0434829896167,65.29426039692642,3.657589407158817,127.84311955092001
1314.6376081809713,75.16722941627886,2.7847444329453284,134.91660180781702
1109.629141395233,66.98843956492685,1.2251801809032243,239.05267788827487
1470.603550751395,61.81086973097659,7.334802574511917,134.09203929628666
1377.156854142205,17.26434934610384,4.511741144460214,222.17263573433735
1331.5828295013387,96.16475253439373,1.920845886076382,249.75806758519425
1910.2711020252957,65.11010874454007,5.04136936411589,254.8679795053401
2109.7443848547964,46.90835201563196,4.5427985560002195,179.72637146574922
865.5498999778714,36.62270689354184,1.732790726923497,109.85730970754105
1134.3511039336952,42.774837248820035,4.662028277542308,119.41540397683416
1350.0030286484352,128.54990496302202,13.587395509090674,155.95972236181396
1490.0640052541805,59.4710272173489,7.412172033112758,134.61912262009182
2035.3826184756836,84.6102474658482,5.667017526856318,147.2927549945939
1484.9382781278368,118.973150852179,1.2075544213592977,167.61628318312125
1297.6413355699174,45.156031607841385,6.3101470486491085,287.71689715809265
1975.8340167311799,71.2817029333904,9.867830691186146,200.9071343633397
975.3509683166753,90.65240052986118,5.651972790465704,101.7656387045974
1256.9339454020414,73.81638847343638,0.9831798561340643,185.93990871087664
1139.8941349157205,30.215776866802273,3.9551544805011027,121.54785710133721
1083.0919225367022,84.49392084273518,0.3239751266629698,91.90222899801107
1370.8534098184914,84.65761826593763,1.0788721412120204,107.53902765467846
1978.1907349289636,102.00357210863116,4.057761041488875,267.36805982899193
1957.2274850467702,58.45308539309954,5.949576640389147,98.43012439195572
1017.9593843588063,43.865214071221686,0.28377190679000375,204.83760486867922
1822.4519154120524,48.21022067642571,3.2091393614568537,79.87741426073622
1252.514145363616,26.767753189506188,3.2347126168557567,132.22078059588046
814.6338256306966,52.46851456643044,1.4046547809849996,155.02733275087593
1379.4646290892722,17.875939769752513,4.743175166368428,133.30668970669615
1826.9772281057435,36.10670590915026,6.833729686733772,203.91917910083959
1442.5832321317268,53.87764484072655,7.433279542399577,218.00104274456226
1817.6956147832855,117.11684130202471,6.338774067452988,174.7443127293683
1386.9950381706954,66.28334708521778,4.884407175795569,120.86061047842922
2022.5284352553367,36.577850989562464,-0.6814335006941539,146.55088065240858
902.0246777288222,46.703715265669175,0.8982721100369986,148.1831905811146
1456.061856668185,62.51194155200067,4.65889355153901,190.95118825437513
1505.415452104018,65.38823904160407,6.056899613432531,204.71898372168533
1810.838739006513,60.65843788161046,5.651023808237348,117.00839710836681
1245.0974382952515,83.84396375955546,2.299335454785507,166.5636459421603
1730.7874331839753,34.033173280933326,10.712429657331764,105.41416070733035
1335.5682341194313,64.8621020044795,4.981999374156864,258.5222551245313
1981.6388815783234,24.343214336817418,9.612361506989776,124.4631713799248
1249.6027425715852,-16.975733977099658,1.8565405170863283,90.81005419162379
1335.8944619799627,68.73108056281625,4.894820829652849,251.6626770125334
1079.7771562512748,83.87145458413252,1.8731322223824285,251.73349993427706
1373.0353128910592,81.87429586745675,3.5499137333103774,209.2499995417565
1769.7888223795294,60.988095720528385,4.334102887088183,129.1359972033199
1680.9941682151568,15.285661623256445,4.03939045309417,219.08191291245615
1229.1102160100434,30.061512731652883,2.6855324636334936,159.9508760585101
1066.9257935784067,63.34456003019003,9.37549282074798,118.00460382374777
1164.3191571192065,66.17325365919548,-0.7720172785339408,212.82407530026813
1114.6198289597655,78.38427669057313,0.8941535029559255,151.42097506037805
1380.7866524945018,56.55791212907205,2.644159277565993,229.71738262066853
1241.1928452018365,76.41066724783512,5.850193317345382,187.21869356928016
1723.3745717255356,88.83866219424013,5.322457354657882,176.8621603342773
1323.5946502255247,96.79690506466085,7.038321587234177,196.17480041957958
1007.4186233261697,63.545319966656955,2.8120273167170184,158.52859178144595
1263.0056748304867,46.29151119323712,3.893907765459659,210.22508517870304
1205.2176642565523,41.28540978756804,4.123148545702786,230.2442382854968
1200.4908626602569,49.149130613213224,3.286527744397264,165.342945343967
1514.54432681133,96.10647630708516,0.9925275912241447,191.83530357544038
1685.3492907058042,40.81045982559198,3.0629393028292213,235.55990334953322
1100.810287103154,36.454463238500374,5.508709174199774,223.0126928638442
1564.3466732150937,101.92027992125358,3.121126602361251,214.51539828649348
1509.937897197647,75.34014842965955,-1.5264922281888458,99.74023353043395
1521.2118339668182,66.25649068273242,5.094657298400716,138.28209898007788
1653.5519714765937,77.99582226602557,5.054477174631067,163.6611353905204
1272.6724251463252,57.118400674658076,2.326167350094768,129.2276733251482
1762.8854355676701,57.51287475145649,6.113829707828021,65.69022015192306
1818.1519014649639,40.29156905412348,8.762068623512192,138.93834000176096
1700.681802271941,85.94186384726802,4.641435145979826,121.4160791150309
2406.62301340875,91.80224332000886,8.26321899244611,75.99660268974601
1617.0875791738395,123.7410156832308,1.1418684546628124,94.01844433931385
1332.9225991894289,64.82744897746817,1.8691390581817702,161.2896660342932
1634.1665075398491,53.404815707749165,6.468308766819827,254.9471918810289
1074.209461533462,72.1526762451409,-1.6252719130764817,166.7866477116077
1372.0545878383755,61.83201892531759,4.706499001406712,119.6831593209192
1621.36097770307,51.2338891966444,5.869433700006284,59.28256541749434
1824.530324337174,98.21835502238659,5.70295810366134,220.59526061704662
1610.30594519226,63.616650838340874,2.4652069674052073,195.57008952740128
1337.0798316479336,75.27636235306275,4.868495986308547,132.40245462655452
1437.3563616005968,46.42107993014483,3.6758969450165857,155.58354205415333
959.7305323369394,82.79211337839371,2.056205309834867,173.4208429177663
1204.477844312637,93.80780682653781,2.2338824844805716,141.84660463834746
1104.9242440488406,41.93417981499431,5.44669311906964,147.53392770404847
1375.6751214726394,102.72419310231169,2.5406542135396935,37.10594782727679
1661.1796801317696,29.78272884977286,3.679084622910007,216.27929148336727
1501.2358046908332,49.665039449904256,6.7249025073621365,246.84709535347685
1425.9623555646997,77.85673404822299,1.8871355775452607,231.29721298080483
1160.3600172407798,54.57900133456166,8.046952694672965,19.46162999124701
1329.546574771487,99.06948136128918,2.7939876396190195,174.42231123571125
1804.7112884587482,62.37729742326646,-3.913776818872261,185.7426123570369
1613.9542543203286,65.91369698348014,6.5531854526617135,159.93963695810336
1818.1850211085055,72.27106582556382,1.6651002479420915,215.6907566435831
925.5315967934418,61.670047154035665,1.6631989559455507,222.65860092391307
1718.459642340992,116.205859712393,3.1424084348648007,139.9983585287827
1722.7307768125818,133.21105639682386,4.966192751153523,106.80395417291487
1868.861419728494,87.05796669757002,5.732680106335393,169.8973606782097
1449.896360600599,47.14377274293997,7.508642654346714,189.85877537941215
1460.8078788288185,77.46399545881457,1.8734625358544332,223.31640858064281
2141.617581231819,78.17576520371438,1.6258339113019287,171.02063880878023
1931.4660515807827,71.6208462166156,2.6619786819011044,167.95741513666815
892.4452596689617,42.94295220354935,6.95948680718573,185.74624968429455
1507.3528406518296,80.73553141970228,5.455383382684115,128.5970072589684
1104.224475553833,21.550872629620407,1.9741068258887307,59.94214775178396
1627.7500421505208,125.25037009026337,2.5306357274111795,234.99280920307638
1385.1397108012538,78.48523595154181,6.062757355637768,218.10670281255727
1282.3093603060522,64.57680243947935,5.130350086025433,184.54079069968475
1483.3525049340988,73.33396388493632,6.331668998269455,94.68920373949605
1199.6145870663188,76.15767875880829,-1.169622141909593,198.76373732380384
997.6920495815903,43.73221750688619,8.395957197173004,241.36690338890332
1319.8385313462431,70.70827712892627,9.861099919451696,185.26600495133886
1280.2338220507345,62.69977467221262,4.080981654484025,252.6934647704203
836.9629691756871,67.4763034136744,6.519327430755344,165.98443903882279
1599.3575813569323,49.32677996158431,5.098733142000018,111.9822736727462
1661.1814869536274,73.34351356209572,3.0973616294292965,158.55475744926272
1775.3602508158838,88.72689952596672,3.5772292863664403,292.8861850134245
1816.0241267179633,35.87950053822445,0.9849728811699614,137.72367802488472
1417.723844724655,40.419483791903474,3.046471931439224,214.0129724115028
1175.1866360786369,71.99473711955338,6.821162343876528,108.73089169078455
792.907178421795,77.17100153453504,-0.22995496569928964,257.85917646241194
1458.8767991865002,12.337450832952754,5.4089436413120415,110.28302956993862
1724.2808577403675,55.30567827969769,0.9207820465868153,204.9993105856231
1490.1449180053512,46.239839581960055,-0.6480369177777243,149.098211371816
1689.0727051276333,31.44069392919809,2.8732249487121733,115.12942926145574
1317.2738912474417,57.64933935477301,1.0334585093630668,335.2922957840023
1319.663999319577,69.44267699654685,1.5003244253576504,245.13714010243837
1541.6622989877987,58.80518540236826,2.390386572403827,137.11908813541618
1189.2243638646914,106.20276220070488,0.7730113376665808,175.2004757957551
1887.8657342648821,70.01989785931863,0.8535378020325082,136.99081529227823
1540.6305719668371,70.1052496764094,5.316969126898392,148.42699247107194
1896.3399235472798,122.63099301165066,1.8833487617688491,142.13047138268334
1031.9945293187586,71.71254363980482,5.423192566526722,244.27142030202387
1351.8055510178726,34.55702279908738,9.621619704544505,239.49208808948998
1430.790074217248,27.953468265027716,9.322786980333772,197.23459981421297
1351.8227075051868,40.68303577877477,1.7472008530337613,185.48091229189657
1054.7370756722921,41.51945778873741,1.2885090893402884,136.76330601207025
1005.2390414781611,3.068476022226477,0.4467669855577383,154.8606757263885
1668.7367114109265,59.97987990758193,3.373383216190411,40.840178993849264
1086.4061339597058,40.01795690590077,2.9143596174941053,239.83135925177112
1641.6431572507806,36.37451912671954,5.88264807778457,220.77305148581772
1670.1277215381256,63.69650214446739,5.380918584888733,114.05179430014223
1291.1273456277743,38.41245103055602,5.239892276167997,221.98108192781442
1639.1286319227202,81.32298746748137,5.916197080342696,127.95974764136562
1433.884737434312,80.26195695872822,3.317030322209426,138.74982802364195
1782.5463203270524,49.73313845105794,4.297085732588066,131.71404767631606
917.601380635311,47.14880378494264,3.9731810679803603,202.31912989015592
1516.481698660005,60.13299402011988,5.433728141482798,201.64041802089966
1847.6313591164967,81.80364737371751,6.946190905766217,155.78939849097736
1475.3435182944895,68.5506046223456,3.2873046168882905,224.54802451908859
1284.595163477662,104.0149722559586,9.045444111337714,148.19157527695722
1410.2800052652294,79.30013925389244,1.3581890559861773,142.65570765137474
1266.4987420390767,43.696224342420024,2.8965791865854698,227.48186812866845
